question,answer
¿Cómo se trata el sangrado?,"Para tratar una hemorragia causada por una herida en la piel, comience por lavarse las manos. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado la suciedad, los cristales u otros materiales, si es posible. Si la herida sangra, presione con una gasa o un paño limpios de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con una solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica por parte de un profesional de la salud. Para otros tipos de sangrado, como sangrado nasal, especifique para recibir las instrucciones e información correspondientes."
¿Qué hacer si tengo un sangrado?,"Para tratar una hemorragia causada por una herida en la piel, comience por lavarse las manos. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado la suciedad, los cristales u otros materiales, si es posible. Si la herida sangra, presione con una gasa o un paño limpios de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con una solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica por parte de un profesional de la salud. Para otros tipos de sangrado, como sangrado nasal, especifique para recibir las instrucciones e información correspondientes."
¿Cómo curar el sangrado?,"Para tratar una hemorragia causada por una herida en la piel, comience por lavarse las manos. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado la suciedad, los cristales u otros materiales, si es posible. Si la herida sangra, presione con una gasa o un paño limpios de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con una solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica por parte de un profesional de la salud. Para otros tipos de sangrado, como sangrado nasal, especifique para recibir las instrucciones e información correspondientes."
miembro amputado,"En primer lugar, controle el sangrado. Ate un trozo de tela firmemente alrededor del miembro amputado para detener o reducir la cantidad de sangrado. Traslade inmediatamente al herido al hospital. Traslade el miembro amputado en una bolsa con hielo. PRECAUCIÓN: El miembro amputado no debe entrar en contacto directo con el hielo."
extremidad cortada,"En primer lugar, controle el sangrado. Ate un trozo de tela firmemente alrededor del miembro amputado para detener o reducir la cantidad de sangrado. Traslade inmediatamente al herido al hospital. Traslade el miembro amputado en una bolsa con hielo. PRECAUCIÓN: El miembro amputado no debe entrar en contacto directo con el hielo."
¿Cómo se trata un sangrado nasal?,"Coloque la cabeza ligeramente inclinada hacia adelante de modo que quede a la vista de las puntas de ambos zapatos. Presione las fosas nasales durante 10 a 15 minutos. Escupa el exceso de sangre. No la trague porque puede provocar vómitos. En caso de hemorragia nasal persistente, traslade inmediatamente al hospital."
¿Qué hacer si me sangra la nariz?,"Coloque la cabeza ligeramente inclinada hacia adelante de modo que quede a la vista de las puntas de ambos zapatos. Presione las fosas nasales durante 10 a 15 minutos. Escupa el exceso de sangre. No la trague porque puede provocar vómitos. En caso de hemorragia nasal persistente, traslade inmediatamente al hospital."
¿Qué medicamento tomar si tengo sangrado nasal?,"Coloque la cabeza ligeramente inclinada hacia adelante de modo que quede a la vista de las puntas de ambos zapatos. Presione las fosas nasales durante 10 a 15 minutos. Escupa el exceso de sangre. No la trague porque puede provocar vómitos. En caso de hemorragia nasal persistente, traslade inmediatamente al hospital."
¿Cómo curar el sangrado nasal?,"Coloque la cabeza ligeramente inclinada hacia adelante de modo que quede a la vista de las puntas de ambos zapatos. Presione las fosas nasales durante 10 a 15 minutos. Escupa el exceso de sangre. No la trague porque puede provocar vómitos. En caso de hemorragia nasal persistente, traslade inmediatamente al hospital."
¿Cómo se trata el sangrado rectal?,"Si tiene sangrado rectal, es importante que busque atención médica para determinar la causa subyacente y recibir el tratamiento adecuado. Evite cualquier actividad que pueda empeorar el sangrado, como hacer ejercicio extenuante o levantar objetos pesados. Si el sangrado no se detiene o es frecuente, busque ayuda médica."
¿Qué hacer si tengo sangrado rectal?,"Si tiene sangrado rectal, es importante que busque atención médica para determinar la causa subyacente y recibir el tratamiento adecuado. Evite cualquier actividad que pueda empeorar el sangrado, como hacer ejercicio extenuante o levantar objetos pesados. Si el sangrado no se detiene o es frecuente, busque ayuda médica."
¿Qué medicamento tomar si tengo sangrado rectal?,"Las cremas o ungüentos de venta libre, como la crema de hidrocortisona, pueden ayudar a reducir la inflamación y la picazón alrededor del ano."
¿Cómo curar el sangrado rectal?,"Si tiene sangrado rectal, es importante que busque atención médica para determinar la causa subyacente y recibir el tratamiento adecuado. Evite cualquier actividad que pueda empeorar el sangrado, como hacer ejercicio extenuante o levantar objetos pesados. Si el sangrado no se detiene o es frecuente, busque ayuda médica."
sangrado vaginal,"Si tiene sangrado vaginal, es importante que busque atención médica para determinar la causa subyacente y recibir el tratamiento adecuado. Evite cualquier actividad que pueda empeorar el sangrado, como hacer ejercicio extenuante o levantar objetos pesados. Use toallas higiénicas o tampones para controlar el sangrado."
¿Qué hacer si hay cortes?,"Comience con las manos lavadas. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado cualquier suciedad, vidrio u otros materiales si es posible. Si la herida sangra, presione con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegada en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica de un profesional de la salud."
¿Cómo curar cortes?,"Comience con las manos lavadas. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado cualquier suciedad, vidrio u otros materiales si es posible. Si la herida sangra, presione con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegada en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica de un profesional de la salud."
¿Qué medicamento aplicar para los cortes?,"Comience con las manos lavadas. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado cualquier suciedad, vidrio u otros materiales si es posible. Si la herida sangra, presione con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegada en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica de un profesional de la salud."
¿Qué aplicar en los cortes?,"Comience con las manos lavadas. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado cualquier suciedad, vidrio u otros materiales si es posible. Si la herida sangra, presione con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegada en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica de un profesional de la salud."
¿Cómo hacer un corte limpio?,"Comience con las manos lavadas. Lave la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retire con cuidado cualquier suciedad, vidrio u otros materiales si es posible. Si la herida sangra, presione con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpie la herida con solución antiséptica y cúbrala con una venda adhesiva estéril o envuélvala con una gasa estéril y cinta adhesiva. Evite cubrir la herida con algodón, ya que puede quedarse pegada en la herida. Si no puede retirar objetos extraños, busque ayuda médica. Cambie la herida cada uno o dos días hasta que sane. Si nota inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debe comunicarse con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debe recibir una vacuna antitetánica de un profesional de la salud."
¿Cómo retirar el algodón del corte?,Vierta solución salina normal estéril sobre el corte y espere a que el algodón se desprenda de la piel.
¿Cómo se tratan las abrasiones?,"Comience con las manos lavadas. Limpie suavemente la zona con solución salina normal o agua fría o tibia. Quite la suciedad u otras partículas de la herida con pinzas esterilizadas. En el caso de un raspón leve que no sangre, deje la herida descubierta. Si la herida sangra, use un paño o vendaje limpio y aplique una presión suave en la zona para detener el sangrado. Cubra la herida que sangró con una capa fina de ungüento antibiótico tópico o un ungüento estéril que proteja contra la humedad. Cúbrala con un vendaje o gasa limpios. Limpie suavemente la herida y cambie el ungüento y el vendaje una vez al día. Frote la zona para detectar signos de infección, como dolor o enrojecimiento e hinchazón. Consulte a su médico si sospecha que tiene una infección."
¿Las abrasiones causan cicatrices?,"Las abrasiones son heridas superficiales que generalmente no penetran lo suficientemente profundo como para dejar cicatrices. Sin embargo, la extensión del daño en la piel causado por una abrasión y la ubicación de la abrasión pueden afectar la formación o no de una cicatriz. Por ejemplo, si una abrasión es lo suficientemente profunda como para causar daño a las capas más profundas de la piel, puede dejar una cicatriz. Además, si una abrasión se encuentra en un área del cuerpo donde la piel está bajo tensión, como las articulaciones o la cara, puede ser más probable que forme una cicatriz. De manera similar, si una abrasión se infecta o no se trata adecuadamente, puede aumentar el riesgo de cicatrices. Para ayudar a prevenir las cicatrices de una abrasión, es importante mantener la herida limpia y cubierta, evitar arrancarse las costras que se forman y usar productos de venta libre para reducir las cicatrices si se lo recomienda su proveedor de atención médica. Si le preocupan las cicatrices o tiene una herida que no cicatriza correctamente, es mejor buscar atención médica de un profesional de la salud."
Abrasiones o rasguños,"Comience con las manos lavadas. Limpie suavemente la zona con solución salina normal o agua fría o tibia. Quite la suciedad u otras partículas de la herida con pinzas esterilizadas. En el caso de un raspón leve que no sangre, deje la herida descubierta. Si la herida sangra, use un paño o vendaje limpio y aplique una presión suave en la zona para detener el sangrado. Cubra la herida que sangró con una capa fina de ungüento antibiótico tópico o un ungüento estéril que proteja contra la humedad. Cúbrala con un vendaje o gasa limpios. Limpie suavemente la herida y cambie el ungüento y el vendaje una vez al día. Frote la zona para detectar signos de infección, como dolor o enrojecimiento e hinchazón. Consulte a su médico si sospecha que tiene una infección."
¿Qué hacer en caso de abrasiones o rasguños?,"Comience con las manos lavadas. Limpie suavemente la zona con solución salina normal o agua fría o tibia. Quite la suciedad u otras partículas de la herida con pinzas esterilizadas. En el caso de un raspón leve que no sangre, deje la herida descubierta. Si la herida sangra, use un paño o vendaje limpio y aplique una presión suave en la zona para detener el sangrado. Cubra la herida que sangró con una capa fina de ungüento antibiótico tópico o un ungüento estéril que proteja contra la humedad. Cúbrala con un vendaje o gasa limpios. Limpie suavemente la herida y cambie el ungüento y el vendaje una vez al día. Frote la zona para detectar signos de infección, como dolor o enrojecimiento e hinchazón. Consulte a su médico si sospecha que tiene una infección."
¿Qué medicamento aplicar para las abrasiones?,"En el caso de las abrasiones menores, normalmente se pueden tratar en casa limpiando la herida y cubriéndola con un apósito o vendaje estéril. También es posible que desee aplicar un ungüento antibiótico tópico, como bacitracina o Neosporin, sobre la herida para ayudar a prevenir la infección y promover la curación. Si la abrasión es más grave o cubre un área más grande del cuerpo, su proveedor de atención médica puede recomendar una pomada o crema antibiótica tópica de venta con receta médica. También puede recomendar analgésicos, como paracetamol o ibuprofeno, para ayudar a controlar las molestias. Es importante seguir las instrucciones de su proveedor de atención médica para tratar la abrasión y mantener la herida limpia y seca. Si nota signos de infección, como enrojecimiento, hinchazón o secreción, o si la herida no cicatriza correctamente, es importante buscar atención médica lo antes posible."
¿Cómo curar las abrasiones?,"Comience con las manos lavadas. Limpie suavemente la zona con solución salina normal o agua fría o tibia. Quite la suciedad u otras partículas de la herida con pinzas esterilizadas. En el caso de un raspón leve que no sangre, deje la herida descubierta. Si la herida sangra, use un paño o vendaje limpio y aplique una presión suave en la zona para detener el sangrado. Cubra la herida que sangró con una capa fina de ungüento antibiótico tópico o un ungüento estéril que proteja contra la humedad. Cúbrala con un vendaje o gasa limpios. Limpie suavemente la herida y cambie el ungüento y el vendaje una vez al día. Frote la zona para detectar signos de infección, como dolor o enrojecimiento e hinchazón. Consulte a su médico si sospecha que tiene una infección."
¿Cómo se trata una herida?,"Comienza con las manos lavadas. Lava la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retira con cuidado la suciedad, los cristales u otros materiales si es posible. Si la herida sangra, aplica presión con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpia la herida con solución antiséptica y cúbrela con una venda adhesiva estéril o envuélvela con una gasa estéril y cinta adhesiva. Evita cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no se pueden retirar los objetos extraños, busca ayuda médica. Cambia la herida cada uno o dos días hasta que sane. Si notas inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debes contactar con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debes recibir una vacuna antitetánica por parte de un profesional sanitario."
¿Qué hacer si me hago una herida?,"Comienza con las manos lavadas. Lava la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retira con cuidado la suciedad, los cristales u otros materiales si es posible. Si la herida sangra, aplica presión con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpia la herida con solución antiséptica y cúbrela con una venda adhesiva estéril o envuélvela con una gasa estéril y cinta adhesiva. Evita cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no se pueden retirar los objetos extraños, busca ayuda médica. Cambia la herida cada uno o dos días hasta que sane. Si notas inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debes contactar con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debes recibir una vacuna antitetánica por parte de un profesional sanitario."
¿Qué medicamento tomar si me lastimo?,"Comienza con las manos lavadas. Lava la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retira con cuidado la suciedad, los cristales u otros materiales si es posible. Si la herida sangra, aplica presión con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpia la herida con solución antiséptica y cúbrela con una venda adhesiva estéril o envuélvela con una gasa estéril y cinta adhesiva. Evita cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no se pueden retirar los objetos extraños, busca ayuda médica. Cambia la herida cada uno o dos días hasta que sane. Si notas inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debes contactar con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debes recibir una vacuna antitetánica por parte de un profesional sanitario."
¿Cómo curar una herida?,"Comienza con las manos lavadas. Lava la herida con suero fisiológico o abundante agua limpia con una gasa estéril, algodón o un trozo de tela limpio. Retira con cuidado la suciedad, los cristales u otros materiales si es posible. Si la herida sangra, aplica presión con una gasa o un paño limpio de forma continua durante unos minutos. Cuando deje de sangrar, limpia la herida con solución antiséptica y cúbrela con una venda adhesiva estéril o envuélvela con una gasa estéril y cinta adhesiva. Evita cubrir la herida con algodón, ya que puede quedarse pegado en la herida. Si no se pueden retirar los objetos extraños, busca ayuda médica. Cambia la herida cada uno o dos días hasta que sane. Si notas inflamación, hinchazón intensa y enrojecimiento o dolor persistente, debes contactar con un médico para la posible administración de un antibiótico, ya que la herida está infectada. Si el traumatismo fue causado por un objeto oxidado, debes recibir una vacuna antitetánica por parte de un profesional sanitario."
¿Qué hacer si tengo una alergia en la piel?,"Trate de identificar qué está causando la reacción alérgica. Si puede identificar el desencadenante, evítelo tanto como sea posible. Lave el área afectada con un jabón suave y agua fría. Esto puede ayudar a eliminar cualquier alérgeno restante en su piel y reducir los síntomas. Una compresa fría o una bolsa de hielo pueden ayudar a aliviar la picazón y la hinchazón. Envuelva algunos cubitos de hielo en un paño limpio y aplíquelo en el área afectada durante 10 a 15 minutos a la vez. Las cremas y ungüentos de venta libre que contienen hidrocortisona o calamina pueden ayudar a aliviar la picazón y la inflamación. Los antihistamínicos orales también pueden ser útiles para reducir los síntomas. Busque atención médica: si los síntomas son graves o se extienden, o si experimenta dificultad para respirar o hinchazón de la cara o la garganta, busque atención médica de inmediato. Esto puede ser un signo de una reacción alérgica grave que requiere atención médica inmediata. ¿Qué medicamento tomar si tengo una alergia en la piel? Las cremas y ungüentos de venta libre que contienen hidrocortisona o calamina pueden ayudar a aliviar la picazón y la inflamación. Los antihistamínicos orales también pueden ser útiles para reducir los síntomas."
¿Cómo curar la alergia en la piel?,"Trate de identificar qué está causando la reacción alérgica. Si puede identificar el desencadenante, evítelo tanto como sea posible. Lave el área afectada con un jabón suave y agua fría. Esto puede ayudar a eliminar cualquier alérgeno restante en su piel y reducir los síntomas. Una compresa fría o una bolsa de hielo pueden ayudar a aliviar la picazón y la hinchazón. Envuelva algunos cubitos de hielo en un paño limpio y aplíquelo en el área afectada durante 10 a 15 minutos a la vez. Las cremas y ungüentos de venta libre que contienen hidrocortisona o calamina pueden ayudar a aliviar la picazón y la inflamación. Los antihistamínicos orales también pueden ser útiles para reducir los síntomas. Busque atención médica: si los síntomas son graves o se extienden, o si experimenta dificultad para respirar o hinchazón de la cara o la garganta, busque atención médica de inmediato. Esto puede ser un signo de una reacción alérgica grave que requiere atención médica inmediata. Qué hacer si tengo una alergia. Los antihistamínicos, descongestionantes y corticosteroides pueden ayudar a aliviar los síntomas de la alergia. Su médico puede recetar estos medicamentos o recomendar opciones de venta libre. En caso de reacciones alérgicas graves (anafilaxia), es posible que necesite una inyección de emergencia de epinefrina (adrenalina)."
estornudo alérgico,"Los antihistamínicos, descongestionantes y corticosteroides pueden ayudar a aliviar los síntomas de la alergia. Su médico puede recetarle estos medicamentos o recomendarle opciones de venta libre."
Cómo tratar la anafilaxia,"Llamar a una ambulancia. Pregúntele si tiene una inyección de adrenalina. Si la tiene, inyéctela en el brazo o el muslo. Aflojar cualquier corbata o cinturón. En caso de pérdida de conocimiento, llevarlo a una posición segura según las siguientes instrucciones. Arrodíllese junto al paciente, retire cualquier objeto y coloque al paciente boca arriba. Coloque sus piernas en posición recta y coloque la primera mano en ángulo recto sobre su mano. Coloque la palma de la segunda mano en la mejilla del lado de la primera mano. Doble la rodilla del lado de la segunda mano. Sosteniendo la mano en la mejilla del paciente y la pierna doblada, giramos al paciente hacia su lado (sobre el lado de la mejilla). Verifique con frecuencia si el paciente está respirando normalmente. Si no está respirando, comenzamos la RCP hasta que llegue la ayuda especializada. Aquellos que experimentan anafilaxia definitivamente deben buscar ayuda médica."
Cómo tratar el shock alérgico o anafiláctico,"Llamar a una ambulancia. Pregúntele si tiene una inyección de adrenalina. Si la tiene, inyéctela en el brazo o el muslo. Aflojar cualquier corbata o cinturón. En caso de pérdida de conocimiento, llevarlo a una posición segura según las siguientes instrucciones. Arrodíllese junto al paciente, retire cualquier objeto y coloque al paciente boca arriba. Coloque sus piernas en posición recta y coloque la primera mano en ángulo recto sobre su mano. Coloque la palma de la segunda mano en la mejilla del lado de la primera mano. Doble la rodilla del lado de la segunda mano. Sosteniendo la mano en la mejilla del paciente y la pierna doblada, giramos al paciente hacia su lado (sobre el lado de la mejilla). Verifique con frecuencia si el paciente está respirando normalmente. Si no está respirando, comenzamos la RCP hasta que llegue la ayuda especializada. Aquellos que experimentan anafilaxia definitivamente deben buscar ayuda médica."
Cómo tratar una alergia grave,"Llamar a una ambulancia. Pregúntele si tiene una inyección de adrenalina. Si la tiene, inyéctela en el brazo o el muslo. Aflojar cualquier corbata o cinturón. En caso de pérdida de conocimiento, llevarlo a una posición segura según las siguientes instrucciones. Arrodíllese junto al paciente, retire cualquier objeto y coloque al paciente boca arriba. Coloque sus piernas en posición recta y coloque la primera mano en ángulo recto sobre su mano. Coloque la palma de la segunda mano en la mejilla del lado de la primera mano. Doble la rodilla del lado de la segunda mano. Sosteniendo la mano en la mejilla del paciente y la pierna doblada, giramos al paciente hacia su lado (sobre el lado de la mejilla). Verifique con frecuencia si el paciente está respirando normalmente. Si no está respirando, comenzamos la RCP hasta que llegue la ayuda especializada. Aquellos que experimentan anafilaxia definitivamente deben buscar ayuda médica."
Cómo tratar una alergia leve,"Los antihistamínicos, descongestionantes y corticosteroides pueden ayudar a aliviar los síntomas de la alergia. Su médico puede recetarle estos medicamentos o recomendarle opciones de venta libre."
¿Cuáles son los síntomas de una alergia o un shock anafiláctico o anafilaxia?,"Erupción generalizada, hinchazón de párpados, labios (síntomas cutáneos), dolor abdominal, vómitos, diarrea (síntomas gastrointestinales), ronquera, dificultad para respirar (síntomas respiratorios), caída de la presión arterial, debilidad, pérdida de conocimiento (síntomas circulatorios). No es necesario que estén presentes todos los síntomas anteriores. La manifestación de los síntomas puede aparecer en dos sistemas, p. ej., cutáneo y respiratorio."
Cómo curar una quemadura,"Primero debes identificar el grado de la quemadura. Las quemaduras de primer grado son superficiales y se caracterizan por dolor, enrojecimiento, aumento de temperatura, también pueden aparecer pequeñas ampollas. Las quemaduras superficiales se curan automáticamente. Las quemaduras de segundo grado se caracterizan por dolor, aumento de temperatura, ampollas grandes, se vuelven blancas con la presión. Las quemaduras de espesor parcial se curan solas. Las quemaduras de tercer grado se acompañan de pérdida de conciencia. La piel afectada puede tener pocas o ninguna ampolla. El color de la piel varía y no palidece con la presión. Se debe buscar asistencia médica para quemaduras superficiales y de espesor parcial que afecten la cara y los genitales. Para tratar una quemadura vierta abundante agua fría durante 10 a 15 minutos. Para quemaduras que cubran una gran cantidad de piel, no vierta gran cantidad de agua. Retire cualquier residuo como ropa quemada, si se puede quitar fácilmente. Para quemaduras de primer y segundo grado aplique gel de Southing (hidrogel). No rompa las ampollas, pero si se rompen aplique ungüento antiséptico y cubra con una gasa. En caso de quemaduras de tercer grado, cubra la quemadura con una gasa esterilizada y busque ayuda médica de inmediato. Para cualquier tipo de quemadura, se pueden administrar analgésicos de venta libre para aliviar el dolor."
¿Cómo se trata una quemadura química?,"Primero debes identificar el grado de la quemadura. Las quemaduras de primer grado son superficiales y se caracterizan por dolor, enrojecimiento, aumento de temperatura, también pueden aparecer pequeñas ampollas. Las quemaduras superficiales se curan automáticamente. Las quemaduras de segundo grado se caracterizan por dolor, aumento de temperatura, ampollas grandes, se vuelven blancas con la presión. Las quemaduras de espesor parcial se curan solas. Las quemaduras de tercer grado se acompañan de pérdida de conciencia. La piel afectada puede tener pocas o ninguna ampolla. El color de la piel varía y no palidece con la presión. Se debe buscar asistencia médica para quemaduras superficiales y de espesor parcial que afecten la cara y los genitales. Para tratar una quemadura vierta abundante agua fría durante 10 a 15 minutos. Para quemaduras que cubran una gran cantidad de piel, no vierta gran cantidad de agua. Retire cualquier residuo como ropa quemada, si se puede quitar fácilmente. Para quemaduras de primer y segundo grado aplique gel de Southing (hidrogel). No rompa las ampollas, pero si se rompen aplique ungüento antiséptico y cubra con una gasa. En caso de quemaduras de tercer grado, cubra la quemadura con una gasa esterilizada y busque ayuda médica de inmediato. Para cualquier tipo de quemadura, se pueden administrar analgésicos de venta libre para aliviar el dolor."
¿Qué hacer si sufro una quemadura química?,"Primero debes identificar el grado de la quemadura. Las quemaduras de primer grado son superficiales y se caracterizan por dolor, enrojecimiento, aumento de temperatura, también pueden aparecer pequeñas ampollas. Las quemaduras superficiales se curan automáticamente. Las quemaduras de segundo grado se caracterizan por dolor, aumento de temperatura, ampollas grandes, se vuelven blancas con la presión. Las quemaduras de espesor parcial se curan solas. Las quemaduras de tercer grado se acompañan de pérdida de conciencia. La piel afectada puede tener pocas o ninguna ampolla. El color de la piel varía y no palidece con la presión. Se debe buscar asistencia médica para quemaduras superficiales y de espesor parcial que afecten la cara y los genitales. Para tratar una quemadura vierta abundante agua fría durante 10 a 15 minutos. Para quemaduras que cubran una gran cantidad de piel, no vierta gran cantidad de agua. Retire cualquier residuo como ropa quemada, si se puede quitar fácilmente. Para quemaduras de primer y segundo grado aplique gel de Southing (hidrogel). No rompa las ampollas, pero si se rompen aplique ungüento antiséptico y cubra con una gasa. En caso de quemaduras de tercer grado, cubra la quemadura con una gasa esterilizada y busque ayuda médica de inmediato. Para cualquier tipo de quemadura, se pueden administrar analgésicos de venta libre para aliviar el dolor."
¿Qué medicamento tomar si me quemo por productos químicos?,"Primero debes identificar el grado de la quemadura. Las quemaduras de primer grado son superficiales y se caracterizan por dolor, enrojecimiento, aumento de temperatura, también pueden aparecer pequeñas ampollas. Las quemaduras superficiales se curan automáticamente. Las quemaduras de segundo grado se caracterizan por dolor, aumento de temperatura, ampollas grandes, se vuelven blancas con la presión. Las quemaduras de espesor parcial se curan solas. Las quemaduras de tercer grado se acompañan de pérdida de conciencia. La piel afectada puede tener pocas o ninguna ampolla. El color de la piel varía y no palidece con la presión. Se debe buscar asistencia médica para quemaduras superficiales y de espesor parcial que afecten la cara y los genitales. Para tratar una quemadura vierta abundante agua fría durante 10 a 15 minutos. Para quemaduras que cubran una gran cantidad de piel, no vierta gran cantidad de agua. Retire cualquier residuo como ropa quemada, si se puede quitar fácilmente. Para quemaduras de primer y segundo grado aplique gel de Southing (hidrogel). No rompa las ampollas, pero si se rompen aplique ungüento antiséptico y cubra con una gasa. En caso de quemaduras de tercer grado, cubra la quemadura con una gasa esterilizada y busque ayuda médica de inmediato. Para cualquier tipo de quemadura, se pueden administrar analgésicos de venta libre para aliviar el dolor."
